inputName,usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,class,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,synonym
Crotalaria tetragona Roxb. ex Andrews,2942157.0,Crotalaria tetragona Roxb. ex Andrews,Crotalaria tetragona,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,Crotalaria tetragona,6.0,7707728.0,220.0,1370.0,5386.0,2941719.0,2942157.0,False
Crotalaria trichotoma Bojer,2941939.0,Crotalaria trichotoma Bojer,Crotalaria trichotoma,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,Crotalaria trichotoma,6.0,7707728.0,220.0,1370.0,5386.0,2941719.0,2941939.0,False
Crotalaria verrucosa L.,2942654.0,Crotalaria verrucosa L.,Crotalaria verrucosa,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,Crotalaria verrucosa,6.0,7707728.0,220.0,1370.0,5386.0,2941719.0,2942654.0,False
Colysis pothifolia (Buch.-Ham. ex D.Don) C.Presl,2650941.0,Leptochilus Kaulf.,Leptochilus,GENUS,ACCEPTED,100,HIGHERRANK,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Leptochilus,,6.0,7707728.0,7228684.0,392.0,2368.0,2650941.0,,False
Commelina longifolia Lam.,2764030.0,Commelina longifolia Lam.,Commelina longifolia,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,Commelina longifolia,6.0,7707728.0,196.0,553.0,2763195.0,2763939.0,2764030.0,False
Cissus repens Lam.,3039164.0,Cissus repens Lam.,Cissus repens,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Cissus,Cissus repens,6.0,7707728.0,220.0,7222050.0,6672.0,3039160.0,3039164.0,False
Clausena lenis Drake,3836778.0,Clausena lenis Drake,Clausena lenis,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Clausena,Clausena lenis,6.0,7707728.0,220.0,933.0,2396.0,3190412.0,3836778.0,False
Cleistanthus sageretoides Merr. sec. Phamh.,3081487.0,Cleistanthus Hook.f. ex Planch.,Cleistanthus,GENUS,ACCEPTED,94,HIGHERRANK,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Cleistanthus,,6.0,7707728.0,220.0,1414.0,8807.0,3081487.0,,False
Cichorium intybus L.,5392252.0,Cichorium intybus L.,Cichorium intybus,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cichorium,Cichorium intybus,6.0,7707728.0,220.0,414.0,3065.0,3106707.0,5392252.0,False
Bauhinia racemosa Lam.,2953160.0,Bauhinia racemosa Lam.,Bauhinia racemosa,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia racemosa,6.0,7707728.0,220.0,1370.0,5386.0,2952935.0,2953160.0,False
Auricularia auricula (L.) Underw.,5249284.0,Auricularia auricula (L.) Underw.,Auricularia auricula,SPECIES,SYNONYM,100,EXACT,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia auricula-judae,5.0,34.0,186.0,1062.0,8788.0,7984308.0,5249271.0,True
Auricularia mesenterica (Dicks.) Pers.,5249297.0,Auricularia mesenterica (Dicks.) Pers.,Auricularia mesenterica,SPECIES,ACCEPTED,100,EXACT,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia mesenterica,5.0,34.0,186.0,1062.0,8788.0,7984308.0,5249297.0,False
Aristolochia zollingeriana Miq.,5836315.0,Aristolochia zollingeriana Miq.,Aristolochia zollingeriana,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Aristolochia,Aristolochia zollingeriana,6.0,7707728.0,220.0,404.0,3066.0,2873978.0,5836315.0,False
Aquilaria malaccensis Lam.,5524063.0,Aquilaria malaccensis Lam.,Aquilaria malaccensis,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Aquilaria,Aquilaria malaccensis,6.0,7707728.0,220.0,941.0,2428.0,3233900.0,5524063.0,False
Aralia foliolosa Seem.,7623994.0,Aralia foliolosa Wall. ex Seem.,Aralia foliolosa,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Aralia,Aralia foliolosa,6.0,7707728.0,220.0,1351.0,8800.0,3036858.0,7623994.0,False
Amomum aculeatum Roxb.,5301584.0,Amomum aculeatum Roxb.,Amomum aculeatum,SPECIES,SYNONYM,100,EXACT,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Meistera,Meistera aculeata,6.0,7707728.0,196.0,627.0,4687.0,2758958.0,11037528.0,True
Allophylus glaber Radlk.,,,,,,100,NONE,,,,,,,,,,,,,,,False
Alocasia odora (Lindl.) K.Koch,5329889.0,Alocasia odora (Lindl.) K.Koch,Alocasia odora,SPECIES,DOUBTFUL,100,EXACT,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Alocasia,Alocasia odora,6.0,7707728.0,196.0,551.0,6979.0,5329822.0,5329889.0,False
Cucurbita maxima Duchesne ex Lam.,8315192.0,Cucurbita maxima Duchesne ex Lam.,Cucurbita maxima,SPECIES,DOUBTFUL,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita maxima,6.0,7707728.0,220.0,7224005.0,6634.0,2874506.0,8315192.0,False
Chassalia curviflora (Wall.) Thwaites,2912772.0,Chassalia curviflora (Wall.) Thwaites,Chassalia curviflora,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Chassalia,Chassalia curviflora,6.0,7707728.0,220.0,412.0,8798.0,2912636.0,2912772.0,False
Dahlia pinnata Cav.,5387142.0,Dahlia ×pinnata Cav.,Dahlia pinnata,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dahlia,Dahlia pinnata,6.0,7707728.0,220.0,414.0,3065.0,3093023.0,5387142.0,False
Daphne bholua Buch.-Ham. ex D.Don,7311442.0,Daphne bholua Buch.-Ham. ex D.Don,Daphne bholua,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Daphne,Daphne bholua,6.0,7707728.0,220.0,941.0,2428.0,3188453.0,7311442.0,False
Fissistigma polyanthoides (Aug.DC.) Merr.,3157389.0,Fissistigma polyanthoides (Aug.DC.) Merr.,Fissistigma polyanthoides,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Fissistigma,Fissistigma polyanthoides,6.0,7707728.0,220.0,718.0,9291.0,3157296.0,3157389.0,False
Fomes japonicus (Fr.) Sacc.,2549736.0,Fomes japonicus (Fr.) Sacc.,Fomes japonicus,SPECIES,SYNONYM,100,EXACT,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum,5.0,34.0,186.0,1145.0,3286.0,2519220.0,2549730.0,True
Grateloupia livida (Harvey) Yamada,,,,,,100,NONE,,,,,,,,,,,,,,,False
Helwingia japonica (Thunb.) F.Dietr.,7326897.0,Helwingia japonica (Thunb.) F.Dietr.,Helwingia japonica,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Helwingiaceae,Helwingia,Helwingia japonica,6.0,7707728.0,220.0,7226638.0,3697177.0,7326894.0,7326897.0,False
Hericium coralloides (Scop.) Pers.,5248532.0,Hericium coralloides (Scop.) Pers.,Hericium coralloides,SPECIES,ACCEPTED,100,EXACT,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium,Hericium coralloides,5.0,34.0,186.0,1144.0,7612.0,5244571.0,5248532.0,False
Tectaria stenosemioides (Alderw.) C.Chr.,7482876.0,Tectaria stenosemioides (Alderw.) C.Chr.,Tectaria stenosemioides,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Tectariaceae,Tectaria,Tectaria stenosemioides,6.0,7707728.0,7228684.0,392.0,3229460.0,2651193.0,7482876.0,False
Hibiscus tiliaceus L.,3152584.0,Hibiscus tiliaceus L.,Hibiscus tiliaceus,SPECIES,SYNONYM,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Talipariti,Talipariti tiliaceum,6.0,7707728.0,220.0,941.0,6685.0,7115793.0,7115794.0,True
Hydrocotyle sibthorpioides Lam.,8418338.0,Hydrocotyle sibthorpioides Lam.,Hydrocotyle sibthorpioides,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle sibthorpioides,6.0,7707728.0,220.0,1351.0,8800.0,3034601.0,8418338.0,False
Hygrophila phlomoides (Wall.) Nees,5575310.0,Hygrophila phlomoides (Wall.) Nees,Hygrophila phlomoides,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Hygrophila,Hygrophila phlomoides,6.0,7707728.0,220.0,408.0,2393.0,9795574.0,5575310.0,False
Illicium jiadifengpi B.N.Chang,7314066.0,Illicium jiadifengpi B.N.Chang,Illicium jiadifengpi,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Austrobaileyales,Schisandraceae,Illicium,Illicium jiadifengpi,6.0,7707728.0,220.0,7221318.0,6691.0,2889755.0,7314066.0,False
Loeseneriella merrilliana A.C.Sm.,3792408.0,Loeseneriella merrilliana A.C.Sm.,Loeseneriella merrilliana,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Loeseneriella,Loeseneriella merrilliana,6.0,7707728.0,220.0,950.0,6715.0,7265551.0,3792408.0,False
Luffa cylindrica (L.) M.Roem.,6634.0,Cucurbitaceae,Cucurbitaceae,FAMILY,ACCEPTED,100,HIGHERRANK,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,,,6.0,7707728.0,220.0,7224005.0,6634.0,,,False
Solanum lycopersicoides Dunal,2930364.0,Solanum lycopersicoides Dunal,Solanum lycopersicoides,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum lycopersicoides,6.0,7707728.0,220.0,1176.0,7717.0,2928997.0,2930364.0,False
Dendrophthora opuntioides (L.) Eichler,8386557.0,Dendrophthora opuntioides (L.) Eichler,Dendrophthora opuntioides,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Dendrophthora,Dendrophthora opuntioides,6.0,7707728.0,220.0,934.0,2399.0,2889790.0,8386557.0,False
Iodes seguinii (H.Lév.) Rehder,5529331.0,Iodes seguinii (H.Lév.) Rehder,Iodes seguinii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Icacinales,Icacinaceae,Iodes,Iodes seguinii,6.0,7707728.0,220.0,7223732.0,2513.0,3234373.0,5529331.0,False
Iodes vitiginea (Hance) Hance,5529313.0,Iodes vitiginea (Hance) Hance,Iodes vitiginea,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Icacinales,Icacinaceae,Iodes,Iodes vitiginea,6.0,7707728.0,220.0,7223732.0,2513.0,3234373.0,5529313.0,False
Moringa oleifera Lam.,3054181.0,Moringa oleifera Lam.,Moringa oleifera,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Moringaceae,Moringa,Moringa oleifera,6.0,7707728.0,220.0,7225535.0,6753.0,3054180.0,3054181.0,False
Morus macroura Miq.,7262379.0,Morus macroura Miq.,Morus macroura,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Morus,Morus macroura,6.0,7707728.0,220.0,691.0,6640.0,2984545.0,7262379.0,False
Mussaenda baviensis Phamh.,2892394.0,Mussaenda Burm. ex L.,Mussaenda,GENUS,ACCEPTED,94,HIGHERRANK,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,6.0,7707728.0,220.0,412.0,8798.0,2892394.0,,False
Mussaenda sanderiana Ridl.,2892557.0,Mussaenda sanderiana Ridl.,Mussaenda sanderiana,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda sanderiana,6.0,7707728.0,220.0,412.0,8798.0,2892394.0,2892557.0,False
Nemacystus depiciens (Suringar) Kuck.,3198251.0,"Nemacystus A.Derbès & A.Solier, 1850",Nemacystus,GENUS,ACCEPTED,94,HIGHERRANK,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Nemacystus,,4.0,98.0,7073593.0,1181.0,7727.0,3198251.0,,False
Merremia staphylina (Roem. & Schult.) Nhan,2928639.0,Merremia Dennst. ex Endl.,Merremia,GENUS,ACCEPTED,92,HIGHERRANK,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Merremia,,6.0,7707728.0,220.0,1176.0,2389.0,2928639.0,,False
Megathyrsus maximus (Jacq.) B.K.Simon & S.W.L.Jacobs,4108550.0,Megathyrsus maximus (Jacq.) B.K.Simon & S.W.L.Jacobs,Megathyrsus maximus,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Megathyrsus,Megathyrsus maximus,6.0,7707728.0,196.0,1369.0,3073.0,6431475.0,4108550.0,False
Parabarium micranthum (Wall. ex G.Don) Pierre,3621398.0,Parabarium micranthum (Wall. ex G.Don) Pierre,Parabarium micranthum,SPECIES,SYNONYM,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Urceola,Urceola micrantha,6.0,7707728.0,220.0,412.0,6701.0,3229511.0,5535809.0,True
Paspalum commersonii Lam.,2705612.0,Paspalum commersonii Lam.,Paspalum commersonii,SPECIES,SYNONYM,100,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,Paspalum scrobiculatum,6.0,7707728.0,196.0,1369.0,3073.0,2705540.0,2705610.0,True
Dinetus racemosus (Roxb.) Sweet,5829094.0,Dinetus racemosus (Roxb.) Sweet,Dinetus racemosus,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Dinetus,Dinetus racemosus,6.0,7707728.0,220.0,1176.0,2389.0,7873742.0,5829094.0,False
Prunus javanica (Teijsm. & Binn.) Miq.,3022372.0,Prunus javanica (Teijsm. & Binn.) Miq.,Prunus javanica,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus javanica,6.0,7707728.0,220.0,691.0,5015.0,3020559.0,3022372.0,False
Pseuderanthemum eberhardtii Benoist,8082633.0,Pseuderanthemum eberhardtii Benoist,Pseuderanthemum eberhardtii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Pseuderanthemum,Pseuderanthemum eberhardtii,6.0,7707728.0,220.0,408.0,2393.0,3173132.0,8082633.0,False
Phyllanthus binhii Thin,5381460.0,Phyllanthus binhii Thin,Phyllanthus binhii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus,Phyllanthus binhii,6.0,7707728.0,220.0,1414.0,8807.0,3061139.0,5381460.0,False
Phallus multicolor (Berk. & Broome) Cooke 1882,8618631.0,"Phallus multicolor (Berk. & Broome) Cooke, 1882",Phallus multicolor,SPECIES,ACCEPTED,100,EXACT,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,Phallus multicolor,5.0,34.0,186.0,532.0,3292.0,2524102.0,8618631.0,False
Raphistemma hooperianum (Blume) Decne.,3572971.0,Raphistemma hooperianum (Blume) Decne.,Raphistemma hooperianum,SPECIES,SYNONYM,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Cynanchum,Cynanchum hooperianum,6.0,7707728.0,220.0,412.0,6701.0,3170354.0,9588039.0,True
Rhododendron fleuryi Dop ex A.Chev.,4163870.0,Rhododendron fleuryi Dop ex A.Chev.,Rhododendron fleuryi,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron fleuryi,6.0,7707728.0,220.0,1353.0,2505.0,2883026.0,4163870.0,False
Russula alutacea (Fr.) Fr.,2551318.0,Russula alutacea (Fr.) Fr.,Russula alutacea,SPECIES,ACCEPTED,100,EXACT,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula alutacea,5.0,34.0,186.0,1144.0,7609.0,2551169.0,2551318.0,False
Sansevieria cylindrica Bojer ex Hook.,2770617.0,Sansevieria cylindrica Bojer ex Hook.,Sansevieria cylindrica,SPECIES,SYNONYM,100,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dracaena,Dracaena angolensis,6.0,7707728.0,196.0,1169.0,7683.0,2752062.0,10961470.0,True
Sargassum flavicans (Mertens) C.Ag.,3196682.0,Sargassum flavicans (Mertens) C.Ag.,Sargassum flavicans,SPECIES,ACCEPTED,100,EXACT,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum flavicans,4.0,98.0,7073593.0,1182.0,7733.0,3196548.0,3196682.0,False
Solanum involucratum Blume,2931682.0,Solanum involucratum Blume,Solanum involucratum,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum involucratum,6.0,7707728.0,220.0,1176.0,7717.0,2928997.0,2931682.0,False
Schefflera alpina Grushv. & Skvortsova,3037998.0,Schefflera alpina Grushv. & Skvortsova,Schefflera alpina,SPECIES,SYNONYM,100,EXACT,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Heptapleurum,Heptapleurum alpinum,6.0,7707728.0,220.0,1351.0,8800.0,7314503.0,12192019.0,True
