Tên khoa học,Tên tiếng Việt,Phân bố,File,Tên đồng nghĩa,Họ,Họ thực vật,speciesKey
Pandanus tonkinensis Mart. ex B. Stone,"Dứa dại, Dứa gỗ, Dứa gai, Mạy lạ (Tày), Co nam lụ (Thái), Lâu kìm (Dao)","Hà Nội (Ba Vì), Quảng Bình, Quảng Trị, Đà Nẵng, Quảng Nam, Khánh Hòa. Cây mọc tự nhiên thành bụi ở cả vùng núi, trung du và đồng bằng",pandanus-tonkinensis-mart-ex-b-stone.txt,,,Pandanaceae,5328456
Lindsaea ensifolia Sw,Ráng liên sơn,Rất rộng. Cây mọc tự nhiên phổ biến khắp vùng rừng núi của Việt Nam.,lindsaea-ensifolia-sw.txt,,,Dennstaedtiaceae,2650772
Artocarpus styracifolius Pierre,"Mít lá bồ đề, Vỏ khoai","Quảng Ninh, Bắc Kạn. Cây mọc tự nhiên rải rác trong rừng, ở độ cao 600-700m",artocarpus-styracifolius-pierre.txt,,Dâu tằm (Moraceae),,3764082
Pericampylus glaucus (Lam.) Merr,"Châu đảo, Tiết dê lá dày, Dây châu đảo","Tuyên Quang, Hà Nội, Ninh Bình, Thừa Thiên Huế, Kon Tum, Biên Hòa, Bà Rịa. Cây mọc tự nhiên trong rừng, ở độ cao dưới 1000 m",pericampylus-glaucus-lam-merr.txt,,,Menispermaceae,3829373
Clerodendrum palmatolobatum P. Dop,"Ngọc nữ lá chân vịt,",,clerodendrum-palmatolobatum-p-dop.txt,,"Cỏ roi ngựa (Verbenaceae) Cập nhật01/07/2019 ★ ★ ★ ★ ★ ★ 0.0 - 0 đánh giá Chia sẻ Chia sẻ Cây thuốc khác Gymnopetalum scabrum (Lour.) W.J.de Wilde & Duyfjes Stephania sinica Diels Gynura barbaraefolia Gagnep. Crepidium acuminatum (D. Don) Szlach. Bình luận Câu hỏi của bạn Hủy X Bạn vui lòng điền thêm thông tin! Chọn tệp (Allowed file typesjpg, png , maximum file size100MB. Cây thuốc được quan tâm Ampelopsis cantoniensis (Hook. et Arn.) Planch. Chữa sưng vú (Lá giã đắp). Đau dạ dày hành tá tràng (Cành lá... Curculigo orchioides Gaertn",,3890752
Hoya multiflora Blume,Hồ da nhiều hoa,"Hà Nội, Khánh Hoà. Cây mọc tự nhiên trong rừng còi.",hoya-multiflora-blume.txt,,,Asclepiadaceae,3573230
Amomum testaceum Ridl. – Amomum krervanh Pierre ex Gagnep,Bạch đậu khấu,Cây mọc tự nhiên ở núi Thất Sơn tỉnh An Giang,amomum-testaceum-ridl.txt,,,Zingiberaceae,11059690
Brachiaria villosa (Lam.) A.Camus – Urochloa villosa (Lam.) T.Q. Nguyen,Vĩ thảo lông,"Lâm Đồng. Cây mọc tự nhiên trên kênh rạch, ruộng ven rừng, đầm lầy",urochloa-villosa-lam-t-q-nguyen.txt,,,Poaceae,2705839
Dendrobium aphyllum (Roxb.) C. Fisch,Thạch hộc không lá,"Lao Cai (Sa Pa), Lai Châu (Sìn Hồ). Cây mọc tự nhiên",dendrobium-aphyllum-roxb-c-fisch-in-gamble.txt,,,Orchidaceae,5316701
Schima argentea Pritz. ex Diels,Vối thuốc bạc,"Nghệ An, Khánh Hòa. Cây mọc tự nhiên, rải rác trong rừng, ở độ cao 900- 3.000m",schima-argentea-pritz-ex-diels.txt,,,Theaceae,3591711
Maesa ramentacea (Roxb.) A. DC. – Baeobotrys ramentacea Roxb,"Đơn hồng, Đồng mạc","Lai Châu, Lao Cai, Cao Bằng, Quảng Bình, Quảng Trị, Thừa Thiên Huế, Kon Tum, Lâm Đồng. Cây mọc tự nhiên trong rừng cây lá rộng, nơi có bóng râm, ở độ cao 300- 1600 m. Loài hiếm đã được đưa vào Sách Đỏ Việt Nam",maesa-ramentacea-roxb-a-dc.txt,,,Myrsinaceae,7368771
Phlogacanthus turgidus (Fua ex Hook.f.) Nicholson,"Thường sơn tía, Thường sơn nhật bản","Khánh Hoà, Bình Định, Kon Tum, Lâm Đồng, Ninh Thuận, Đồng Nai, Tây Ninh. Cây mọc tự nhiên, phổ biến ở rừng thưa",phlogacanthus-turgidus-fua-ex-hook-f-nicholson.txt,,,Acanthaceae,3775530
Colubrina asiatica (L.) Brongn. – Ceanothus asiaticus L,"Cây kheo, Núc áo, (cây) Lẹo mắt, Thuốc gan, Xà đằng","Quảng Ninh, Tuyên Quang, Khánh Hoà, Đồng Nai, Bà Rịa – Vũng Tàu, Quảng Nam. Cây mọc tự nhiên rải rác trong rừng thứ sinh, quanh lùm bụi, đồi hoang, dọc bờ biển",colubrina-asiatica-l-brongn.txt,,,Rhamnaceae,5372467
Potamogeton distinctus A. Benn,"Rong mắt, Mục tử thái, Giang thảo riêng biệt","Cây mọc tự nhiên trong ao, hồ, sông suối từ Hà Nội tới Thừa Thiên – Huế đến Kon Tum",potamogeton-distinclus-a-benn.txt,,,Potamogetonaceae,7289668
Sesbania cannabina (Retz.) Pers. – Aeschynomene canabina Retz,Điền thanh hoa vàng,Cây trồng phổ biến khắp nơi ở Việt Nam,sesbania-canabina-retz-pers.txt,,Đậu (Fabaceae),,7645889
Pogostemon auricularius Hassk,Cò cò,"Lạng Sơn, Hòa Bình, Đà Nẵng, Phan Rang. Cây mọc tự nhiên nơi sáng và ẩm",pogostemon-auricularius-hassk.txt,,Hoa môi (Lamiaceae),,7308947
Gardenia sootepensis Hutch,"Nam hương, Dành dành thái",Lâm Đồng (Đà Lạt). Cây mọc tự nhiên rải rác trong rừng,gardenia-sootepensis-hutch.txt,,,Rubiaceae,5335111
Cupressus funebris Endl. – Chamaecyparis funebris (Endl.) Franco,"Ngọc am, Hoàng đàn liễu","Lạng Sơn, Tuyên Quang, Cao Bằng. Cây mọc tự nhiên rải rác trong rừng rậm thường xanh cây lá rộng trên sườn núi đá vôi. Đôi khi còn được trồng quanh đền chùa",cupressus-funebris-endl.txt,,,Cupressaceae,2684076
Memexylon edule Roxb,"Sầm, Sầm ngọt, Coóc mộc","Lao Cai, Quảng Bình, Quảng Trị, Thừa Thiên Huế tới Tây Nguyên. Cây mọc tự nhiên rải rác ở vùng đồi núi trọc, trong rừng thứ sinh khô cằn",memexylon-edule-roxb.txt,,,Melastomaceae,3866993
Gynura barbaraefolia Gagnep,"Rau lúi, Bầu đất, Kim thất, Dây chua lè, Khảm khom (Tày), Thiên hắc địa hồng","Hải Phòng, Ninh Bình, Thanh Hoá, Quảng Trị, Thừa Thiên Huế, Khánh Hoà. Cây mọc tự nhiên trên vách đá vùng ven biển",gynura-barbaraefolia-gagnep.txt,,,Asteraceae,3139955
Aspidistra punctata Lindl,Hoa trứng nhện lấm tấm,"Hoà Bình (Mai Châu), Quảng Ngãi (Trà Bồng). Cây mọc ở khe đá, thung lũng vùng núi đá vôi.",aspidistra-punctata-lindl.txt,,,Convallariaceae,2769887
Zanthoxylum acanthopodium DC,"Sẻn, Sẻn gai","Lao Cai, Hòa Bình, Lâm Đồng, Kon Tum. Cây mọc tự nhiên ở vùng núi cao",zanthoxylum-acanthopodium-dc.txt,,,Rutaceae,7269121
Helicia cochinchinensis Lour,Quắn hoa trung bộ,"Cây mọc tự nhiên trong rừng thứ sinh, ở độ cao dưới 100m, phổ biến ở Việt Nam",helicia-cochinchinensis-lour.txt,,,Proteaceae,7287475
Gerbera piloselloides (L.) Cass. – Arnica piloselloides L,"Men rượu, Hoa đồng tiền, Cúc mặt trời","Lai Châu, Lào Cai, Sơn La, Hà Giang, Cao Bằng tới Kon Tum, Đắk Lắk, Lâm Đồng. Cây mọc tự nhiên ở vách núi, trảng cỏ và trong các rừng thưa",gerbera-piloselloides-l-cass.txt,,,Asteraceae,3097405
Lithocarpus areca (Hickel et A. Camus) A. Camus – Pasania areca Hickel et A. Camus,"Dẻ cau, Sồi đá",Ninh Bình. Cây mọc tự nhiên rải rác trong vùng thường xanh,lithocarpus-areca-hickel-et-a-camus-a-camus.txt,,Dẻ (Fagaceae),,5332697
Polycarpon indicum (Retz.) Merr. – P. prostratum (Forssk.) Asch. et Schw,Đa châu nằm,"Quảng Ninh, Hải Phòng, Thanh Hóa, Nghệ An. Cây mọc tự nhiên dựa đường nước, ven đê, bờ ruộng, nơi đất pha cát",polycarpon-indicum-retz-merr.txt,,,Họ Cẩm chướng (Caryophyllaceae),3085381
Capparis membranifolia Kurz – C. vininea Hook.f. et Thoms,"Bông lão, Cáp lá mỏng","Bắc Ninh, Hà Nội, Hòa Bình, Nghệ An. Cây mọc tự nhiên",capparis-membranifolia-kurz.txt,,,Capparaceae,5601861
Tinospora crispa (L.) Hook. f. & Thoms. – Menispermum crispum L,"Dây kí ninh, Dây thần thông, Dây cóc, Bảo cự hành, Khau keo hơ (Tày)","Hà Giang, Tuyên Quang, Sơn La, Phú Thọ . Cây mọc tự nhiên và đôi khi được trồng để làm thuốc trong gia đình",tinospora-crispa-l-miers-menispermum-crispum-l.txt,,,Họ Tiết dê (Menispermaceae),8298918
Terminalia myriocarpa Van Heurck et Muell. – Arg,"Chiêu liêu nhiều quả, Chò xanh","Lào Cai, Lạng Sơn, Ninh Bình, Bắc Thái. Cây mọc tự nhiên núi đá vôi",terminalia-myriocarpa-van-heurck-et-muell-arg.txt,,,Combretaceae,3189391
Daphne bholua Ham. ex G. Don,"Dó bộ lua, Dó kép, gió kép","Lào Cai (Sa Pa, Ô Quy Hồ).",daphne-bholua-ham-ex-g-don.txt,,Trầm – Thymelaeaceae,,
Alocasia cucullata (Lour.) Schott; Arum cucullata Lour,"Ráy túi, Chim nữ vú",Hải Phòng (Cát Bà). Cây trồng làm cảnh,alocasia-cucullata-lour-schott-arum-cucullata-lour.txt,,,Araceae,5329867
Acer tonkinense Lecomte,"Thích bắc bộ, Tích thụ bắc bộ, Mang thầu dầu, Có xám hảng (Thái)","Hà Nam (Lạt Sơn), Ninh Bình, Nghệ An (Quế Phong), Thừa Thiên Huế (Bạch Mã)",acer-tonkinense-lecomte.txt,,,Aceraceae,7263082
Drosera peltata Sm. – Drosera peltata var. lunata C.B. Clarke ex Hook.f,Trương lệ bán nguyệt,"Bắc Bộ, Lâm Đồng. Cây mọc tự nhiên ở đồng cỏ, cao nguyên.",drosera-peltata-smith-in-willd.txt,,,Droseraceae,3190855
Aralia nguyentaoi Ha,"Cuông tạo, Cuồng nguyễn tạo","Phú Thọ, Vĩnh Phúc (Tam Đảo), Nghệ An (Nghi Xuân, Xuân Hồng). Cây mọc tự nhiên rải rác trong rừng, ở độ cao 900 m",aralia-nguyentaoi-ha.txt,,,Họ Nhân sâm (Araliaceae),3037026
Diospyros malabarica (Desr.) Kostel. – Garcinia malabarica Desr,Cườm thị,"Miền Trung, Hà Nội, Sài Gòn. Cây mọc tự nhiên và được trồng",diospyros-malabarica-desr-kostel.txt,,,Họ Thị (Ebenaceae),7295796
Ophiopogon wallichianus Hook.f,Phắc kép đông,"Quảng Bình, Quảng Trị, Thừa Thiên Huế. Cây mọc tự nhiên",ophiopogon-wallichianus-hook-f.txt,,,Convallariaceae,2774251
Thalictrum foliolosum DC,Thổ hoàng liên,"Lào Cai, Hà Giang, Lai Châu. Cây mọc tự nhiên, ở độ cao 1200-2000m",thalictrum-foliolosum-dc.txt,,,Ranunculaceae,8317447
Lemna perpusilla Torr. – Lemna minor L,"Bèo tấm, Bèo cám, Tiểu phù bình, Béo pjện (Tày)","Cây sống trôi nổi trên mặt nước ao, hồ, ruộng, phổ biến ở Việt Nam. – Mùa hoa quảV-VII",lemna-perpusilla-torr-lemna-minor-l.html?wpsc_do=regen_cache&nonce=9064891795f5f328e610d9.txt,,Bèo tấm (Lemnaceae),,2867627
Memexylon caeruleum Jack,"Sầm lá lớn, Sầm hoa","Đông Nai, Bà Rịa Vũng Tàu (Côn Đảo). Cây mọc tự nhiên trên đồi cây bụi, ở độ cao dưới 400 m",memexylon-caeruleum-jack.txt,,,Melastomaceae,3867900
Colebrookea oppositifolia Smith,"Huân tước, Vũ ngạc","Đắk Lắk (Buôn Ma Thuột). Cây mọc tự nhiên ở nơi sáng và ẩm, các bãi hoang, ven rừng, savan, ở độ cao 600-1.200 m",colebrookea-oppositifolia-smith.txt,,,Lamiaceae,3884974
Delavaya toxocarpa Franch,"Dầu choòng, Mắc rạc, Mạy choòng","Hà Giang, Cao Bằng, Lạng Sơn, Tuyên Quang",delavaya-toxocarpa-franch-2.txt,Delavaya yunnanensis Franch,Bồ hòn – Sapindaceae,,5578218
Dracaena angustifolia Roxb,"Bồng bồng, Sâm nam, Hồng sâm, Co phạc ma (Thái), Cô niêng (Kho), Nhả hen (Tày)","Lào Cai, Hà Nội, Hòa Bình, Ninh Bình, Nghệ An, Ninh Thuận, Kon Tum. Cây mọc tự nhiên dưới rừng, trên núi đá vôi, ven suối, còn được trồng trong các gia đình",dracaena-angustifolia-roxb.txt,,,Dracaenaceae,5304502
Cipadessa baccifera (Roth) Miq. – Melia baccifera Roth,"Giáng lệ, Cây mật cá, Co di pia (Thái), Dọc khế, Cà muối","Cao Bằng, Lạng Sơn, Hòa Bình, Sơn La, Lâm Đồng. Cây mọc tự nhiên trên đồi cây bụi, trong rừng thưa, ở độ cao 500-1.600 m",cipadessa-baccifera-roth-miq.txt,,,Meliaceae,3851819
Calophyllum dryobalanoides Pierre,"Cồng núi, Cà nghét","Quảng Trị, Thừa Thiên Huế (Bạch Mã), Bà Rịa Vũng Tàu. Cây mọc tự nhiên vùng rừng núi",calophyllum-dryobalanoides-pierre.txt,,Bứa (Clusiaceae),,8188852
Acalypha indica L,"Tai tượng xanh, Tai tượng ấn","Đà Nẵng, Quảng Nam, Khánh Hòa. Cây mọc tự nhiên trên các bãi cỏ, đường đi, phổ biến ở vùng đồng bằng Bắc Bộ",acalypha-indica-l.txt,,,Euphorbiaceae,3056259
Rhamnoneuron balansae (Drake) Gilg – Wikstroemia balansae Drake,Dó,"Lai Châu, Sơn La, Lào Cai, Hòa Bình, Hà Nội (Ba Vì), Vĩnh Phúc (Tam Đảo), Thái Nguyên (Đại Từ). Cây mọc tự nhiên, rải rác trong rừng thưa, ở độ cao dưới 1.200 m",rhamnoneuron-balansae-drake-gilg-in-engl-prantl.txt,,Trầm (Thymelaeaceae),,3567756
Pluchea pteropoda Hemsl,"Sài hồ nam, Cây lức, Hải sài, Cúc tần biển, cC may tay (Thái)",Cây mọc tự nhiên ở vùng nước lợ ven biển Quảng Ninh tới các tỉnh miền Trung,pluchea-pteropoda-hemsl.txt,,,Asteraceae,3132668
Albizia chinensis (Osb.) Merr. – Mimosa chinensis Osbeck,"Chu mè, Đuôi trâu, Sống rắn trung quốc","Sơn La (Mộc Châu), Hà Giang, Tuyên Quang, Lạng Sơn, Đắk Lắk, Bình Thuận. Cây mọc tự nhiên trong các rừng thường xanh và rụng lá, các sa van và dọc các bờ sông suối ở độ cao 200-1700 m",albizia-chinensis-osb-merr.txt,,,Mimosaceae,2973197
Thrixspermum centipeda Lour,"Bạch điểm, Lan xương cá, Mao tử rít, Lan chân rết","Miền Bắc đến Miền Trung và Tây Nguyên. Cây mọc bám trên cây gỗ lớn trong rừng thường xanh, ở độ cao 500-1.400 m",thrixspermum-centipeda-lour.txt,,,Orchidaceae,2846723
Oenanthe dielsii Boiss. – O. thomsonii Boiss,Rau cần dại,"Lạng Sơn, Sơn La, Lâm Đồng. Cây mọc tự nhiên nơi ẩm lầy ven rừng, trên ruộng trũng nước.",oenanthe-dielsii-boiss.txt,,,Apiaceae,6027314
Amydrium sinense (Engl.) H. Li,Vân tùng trung quốc,"Hà Giang, Lào Cai, Vĩnh Phúc. Cây mọc tự nhiên, leo bám trên cây gỗ, rừng thường xanh núi cao ẩm.",amydrium-sinense-engl-h-li.txt,,,Araceae,2870265
Nervilia fordii (Hance) Schltr. – Pogonia fordii Hance,"Một lá, Thanh thiên quỳ, Slam lài, Bửa thoọc (Tày), Trân châu diệp, Lan cò","Lạng Sơn, Cao Bằng, Hoà Bình, Tây Nguyên. Cây mọc tự nhiên rải rác trong rừng, các kẽ đá, ở độ cao 200-1.000 m",nervilia-fordii-hance-schlecter.txt,,,Orchidaceae,2836625
Hedyotis herbacea L . – Oldenlandia herbacea (L.) Roxb,"Cây nọc rắn, An điền cỏ",Cây mọc tự nhiên ở vùng ven biển,hedyotis-herbacea-l.txt,,,Rubiaceae,7866673
Bidens biternata (Lour.) Merr. et Scherff,Song nha song tam,"Sơn La, Cao Bằng, Lạng Sơn, Bình Phước, Bình Dương. Cây mọc tự nhiên ở chân núi đá vôi và đá granit, ở độ cao dưới 100 m",bidens-biternata-lour-merr-et-scherff.txt,,,Asteraceae,5392065
Spilanthes paniculata Wall. ex DC,"Nụ áo chàm, Cúc áo hoa chùy","Cây mọc tự nhiên nơi ẩm, lầy, dọc các mương nước ở nhiều nơi",spilanthes-paniculata-wall-ex-dc.txt,,,Asteraceae,5386757
Bulbophyllum odoratissimum (Smith) Lindl. – Stelis odoratissima Smith,"Lan lọng, Cầu diệp rất thơm","Vĩnh Phú, Kon Tum. Cây mọc tự nhiên, bám trên cây gỗ trong rừng thưa, ở độ cao 800-1.600 m.",bulbophyllum-odoratissimum-smith-lindl.txt,,,Orchidaceae,2845882
Chirita colaniae Pell,Rau tai voi,"Lào Cai, Hà Giang, Bắc Cạn, Thái Nguyên, Quảng Bình, Quảng Trị, tới Tây Nguyên. Cây mọc tự nhiên ở vách đá, đất ẩm dọc theo suối trong rừng.",chirita-colaniae-pell.txt,,,Gesneriaceae,7693965
Piper chaudocanum C. DC,"Trầu rừng, Nhá (Tày), Trầu không núi","Kon Tum, Đồng Nai, An Giang. Cây mọc tự nhiên, bám trên cây gỗ trong rừng",piper-chaudocanum-c-dc.txt,,,Piperaceae,7712570
Atalantia citroides Pierre ex Guillaum,"Chanh rừng, Tiểu quất chanh","Đồng Nai, Bà Rịa Vũng Tàu. Cây mọc tự nhiên",atalantia-citroides-pierre-ex-guillaum.txt,,,Rutaceae,7861000
Mentha rotundifolia (L.) Huds. – M. spicata L. var. rotundifolia L,"Bạc hà lá tròn, Húng lá tròn",Hà Giang. Cây mọc tự nhiên,mentha-rotundifolia-l-huds.txt,,,Lamiaceae,8974899
Themeda triandra Forssk. var. japonica (Willd.) Makino – Anthistiria japonica Willd,Lô tam hùng nhật bản,"Hà Nội (Ba Vì), Lâm Đồng (Langbian). Cây mọc rải rác ven rừng, ven suối, ven sông, rừng thưa, trảng cây bụi.",themeda-triandra-forssk-var-japonica-willd-makino.txt,,,Poaceae,2703467
Cymbopogon citratus (DC.) Stapf,"Sả, Hương mao, Phiắc châu (Thái), Cà phéc (Tày), Sả chanh",Cây trồng,cymbopogon-citratus-dc-stapf.txt,,,Poaceae,2705275
Aralia spinifolia Merr,Pặc thông gai,"Hà Giang, Hoà Bình, Lai Châu, Lao Cai. Cây mọc tự nhiên ở vùng núi cao",aralia-spinifolia-merr.txt,,,Araliaceae,3036929
Tectona grandis L.f,"Tếch , Giá tỵ",Cây trồng ở nhiều nơi của Việt Nam,tectona-grandis-l-f.txt,,,Verbenaceae,2925649
Euphorbia pulcherrima Willd,Trạng nguyên,"Nguyên gốc từ Trung Mỹ, được dùng làm cảnh, làm hàng rào phổ biến khắp nơi ở Việt Nam",euphorbia-pulcherrima-willd.txt,,,Euphorbiaceae,3066465
Abelmoschus esculentus (L.) Moench,"Mướp tây, Bụp bắp, Đậu bắp, Bông vàng",,dau-bap.txt,Hibiscus esculentus L,Malvaceae (Bông),,3152707
Cocos nucifera L,Dừa,Cây trồng khá phổ biến ở các tỉnh từ Thanh Hóa vào các tỉnh phía Nam,cocos-nucifera-l.txt,,,Arecaceae,2735117
Dichroa hirsuta Gagnep,Thường sơn lông,"Vĩnh Phúc (Tam Đảo), Hòa Bình (Chợ Bờ). Cây mọc tự nhiên rải rác trong rừng thứ sinh, ven rừng, ở độ cao 100-1200 m",dichroa-hirsuta-gagnep.txt,,,Hydrangeaceae,8446611
"Benincasa hispida (Thunb. ex Murr.) Cogn., Cucurbita hispida Thunb. ex Murr","Bí đao, Đông qua, Bù rợ, Bí phấn, Fặc moong (Tày), Plăckich (Kho)",Cây trồng,benincasa-hispida-thunb-ex-murr-cogn-in-dc.txt,,,Bầu bí (Cucurbitaceae),2874524
Pararuellia flagelliformis (Roxb.) Bremek. & Nann.-Bremek. – Ruellia flagelliformis Roxb,Bay bốc,"Lạng Sơn, Thanh Hoá, Nghệ An, Quảng Trị. Cây mọc tự nhiên, thường gặp trên núi đá vôi",pararuellia-flagelliformis-roxb-bremek-et-nann-bremek.txt,,,Ô rô (Acanthaceae),3778290
Agelaea macrophylla (Zoll.) Leenh. – Erythrostigma macrophyllum Zoll,Dây trường ngân,Quảng Trị đến Kiên Giang. Cây mọc tự nhiên trong rừng kín,agelaea-macrophylla-zoll-leenh-erythrostigma-macrophyllum-zoll.txt,,,Họ Dây trường điều (Connaraceae),5550211
Syzygium malaccense (L.) Merr. et Perry – Eugenia malaccense L,Điều đỏ,Cây trồng ở Miền Đông Nam Bộ để lấy quả,syzygium-malaccense-l-merr-et-perry.txt,,Sim (Myrtaceae),,3184509
Pueraria montana var. chinensis (Ohwi) Sanjappa & Pradeep – P. l obata subsp. chinensis (Ohwi) Ohwi,"Sắn dây, Bạch cát, Bẳn mắm kéo (Thái), Khau cát (Tày)",Cây trồng,pueraria-montana-lour-merr-var-chinensis-ohwi-maesen.txt,,,Fabaceae,2977636
Neolitsea zeylanica (C. et T. Nees) Merr. – Litsea zeylanica C. et T. Nees,Nô xây lan,"Hoà Bình, Ninh Bình, Gia Lai, Ninh Thuận. Cây mọc tự nhiên, ở độ cao 800- 1600 m",neolitsea-zeylanica-c-et-t-nees-merr.txt,,,Lauraceae,4179928
Auricularia mesenterica Petz.Fr,Mộc nhĩ vảy,"Lai Châu, Lào Cai, Yên Bái, Tuyên Quang, Bắc Cạn, Thái Nguyên, Hà Giang, Hà Nội, Ninh Bình,  Thanh Hóa, Nghệ An, Hà Tĩnh, Quảng Bình, Thừa Thiên Huế",auricularia-mesenterica-petz-fr.txt,,Mộc nhĩ – Auriculariaceae,,5249297
Vernonia solanifolia Benth,"Khà khu sẩu, Cúc lá cà, Cúc hồng leo","Bắc Cạn, Thái Nguyên, Hà Tây, Hoà Bình. Cây mọc tự nhiên trong các rừng thưa, đồi cây bụi, ở độ cao 300-1600 m",vernonia-solanifolia-benth.txt,,,Asteraceae,4238873
Sopubia trifida Buch.-Ham. ex D. Don,Sô bu Sô bu chẻ ba,"Lâm Đồng (Đà Lạt), Ninh Thuận. Cây mọc tự nhiên trên đồng cỏ, bãi cát, ven đường, ở độ cao 200-1.500 m.",sopubia-trifida-buch-ham-ex-d-don.txt,,,Scrophulariaceae,3731827
Gliricidia sepium (Jacq.) Walp. – Robinia sepium Jacq,"Hồng mai, Đào đậu, Anh đào giả","Cây nhập trồng ở các vườn hoa hoặc làm giá cho Hồ tiêu leo ở các tỉnh phía NamĐà Nẵng, Gia Lai, Đắk Lắk, Lâm Đồng, Khánh Hòa, Đồng Nai. Nguyên sản ở vùng nhiệt đới châu Mỹ",gliricidia-sepium-jacq-h-b-k-1824-in-nota-steud.txt,,,Fabaceae,8082978
Ajuga macrosperma Wall. ex Benth,"Gân cốt thảo, Cỏ gân cốt hạt to","Lào Cai, Sơn La, Hà Giang, Lạng Sơn. Cây mọc tự nhiên ở nơi sáng và ẩm, ven núi, bãi hoang, ven đường, ở độ cao 700-1.600m",ajuga-macrosperma-wall-ex-benth.txt,,,Lamiaceae,3887136
Sabia limoniacea Wall. ex Hook.f. et Thoms,Thanh phong,"Lao Cai, Kon Tum. Cây mọc tự nhiên trong rừng cây lá rộng thường xanh, ở độ cao 600-1.300 m",sabia-limoniacea-wall-ex-hook-f-et-thoms.txt,,,Sabiaceae,8274825
Irvingia malayana Oliv. ex Benn,Cây cơ nia,"Quảng Ngãi (Bình Sơn), Kon Tum, Gia Lai, Đắk Lắk. Cây mọc tự nhiên, rải rác trong rừng thường xanh, rừng tái sinh. Loài có nguye cơ bị tuyệt chủng, nên đã được đưa vào Sách Đỏ Việt Nam",irvingia-malayana-oliv-ex-benn.txt,,Hà nụ (Ixonanthaceae),,5380959
Thladiantha siamensis Craib,"Khố áo xiêm, Khố áo, Sĩ tư la hán quả","Cây mọc tự nhiên trong các savan cây gỗ ở độ cao 1200m của các tỉnh Lào Cai, Hà Giang, Hoà Bình.",thladiantha-siamensis-craib.txt,,,Cucurbitaceae,7317585
Oxalis corymbosa DC,Chua me đất hoa đỏ,Cây mọc tự nhiên khá phổ biến ở Việt Nam,oxaliscorymbosa-dc.txt,,,Oxalidaceae,2891707
Colona floribunda (Kurz) Craib,"Cọ mai nháp lá tròn, Bồ an nhiều bông, Ko dap be","Lai Châu, Sơn La (Thuận Châu, Sông Mã, Mộc Châu), Trung Bộ",colona-floribunda-kurz-craib.txt,"Columbia floribunda Kurz, Grewia floribunda Wall. Voigt",Đay – Tiliaceae,,4261594
Ficus benjamina L,"Si, Mạy rày (Tày)","Cây mọc tự nhiên, còn được trồng làm cảnh ở khắp nơi",ficus-benjamina-l.txt,,,Moraceae,5361932
Helianthus tuberosus L,Củ quỳ,"Cây trồng ở Lâm Đồng (Đà Lạt, Đơn Dương, Đức Trọng)",helianthus-tuberosus-l.txt,,Cúc – Asteraceae,,3119175
Phyllanthus banii Thin; Phyllanthus rubriflorus J.J.Sm,Diệp hạ châu hoa đỏ,Khánh Hòa (Hòn Tre). Cây mọc tự nhiên trong rừng thường xanh hay rụng lá ở độ cao 100-500m. Loài đặc hữu của Việt Nam,phyllanthus-banii-thin.txt,,Thầu dầu (Euphorbiaceae),,3075257
Pteris deltodon Baker,Chân xỉ răng,"Rộng. Lào Cai, Thái Nguyên, Lạng Sơn, Hoà Bình, Quảng Bình.Cây mọc tự nhiên rải rác trong từng bụi trên đất hay trong hốc đá vôi trong rừng rậm thường xanh, ở độ cao 300 – 1500m",pteris-deltodon-baker.txt,,,Pteridaceae,5614040
Acanthopanax trifoliatus (L.) Voss – Acanthopanax trifoliatum (L.) Merr.; Eleutherococcus trifoliatus (L.) S.H. Hu; Plectronia chinensis Lour.; Acanthopanax aculeatum (Ait.) H. Wite,"Ngũ gia bì gai, Poót sinh, Poót tầng, Poót thông, Pót vậu, Toọng kiềm, Tùm sươu, Co nam slư (Thái), Mạy tảng nam, Póp tưn, Pót dinh (Tày)","Lạng Sơn, Cao Bằng, Lào Cai, Hà Giang (Quản Bạ), Hoà Bình. Cây mọc tự nhiên rải rác ven rừng, ven suối vùng núi đá vôi",acanthopanax-trifoliatus-l-voss.txt,,,Araliaceae,3035456
Rorippa benghalensis (DC.) H. Hara – Nasturtium benghalensis DC,Cải ma,,rorippa-benghanlensis-dc-hara.txt,,,Brassicaceae,3053506
Crateva religiosa Forst.f,Bún thiêu,Cây mọc tự nhiên,crateva-religiosa-forst-f.txt,,,Capparaceae,3054263
Boehmeria clidemioides Miq. var. diffusa (Wedd.) Hand.-Mazz,"Gai lan, Gai rừng","Lào Cai (Sa Pa), Hà Nội (Ba Vì), Khánh Hoà (Nha Trang)",boehmeria-clidemioides-miq-var-diffusa-wedd-hand-mazz.txt,,Gai – Urticaceae,,7300656
Nosema cochinchinensis (Lour.) Merr. – Dracocephalum cochinchinensis Lour,"Long thuyền, Cẩm thủy nam bộ, Thủy cẩm hung","Nghệ An, Thanh Hóa, Quảng Nam, Đà Nẵng. Cây mọc tự nhiên trên các bãi hoang, ven rừng, ở độ cao dưới 1000 m",nosema-cochinchinensis-lour-merr.txt,,,Lamiaceae,3882132
