Tên khoa học,Tên tiếng Việt,Phân bố,File,Tên đồng nghĩa,Họ,Họ thực vật,speciesKey
Excrementum Vespertilii,"Dạ minh sa, phân con dơi, thiên thử phẩn, biên bức phần",,da-minh-sa.txt,,,,
Orthosiphon thymiflorus (Roth) Slecsen – Ocimum thymiflorum Roth,Hàm huốt,"Sơn La, Cao Bằng, Hòa Bình, Ninh Bình, Nghệ An. Cây mọc tự nhiên ở nơi sáng và ẩm, trên các bãi hoang, ven đường, bờ suối",orthosiphon-thymiflorus-roth-slecsen.txt,,,Lamiaceae,3891796
Shorea roxburghii G. Don,"Sến đỏ, Sến mủ, Sến cật","Quảng Bình, Quảng Trị, Thừa Thiên Huế, đến Kiên Giang. Cây mọc tự nhiên trong rừng thường xanh, rừng nửa rụng lá hỗn giao rụng lá hoặc rừng thường xanh, ở độ cao đến 1300 m",shorea-roxburghii-g-don.txt,,,Dipterocarpaceae,12225557
Blechnum indicum Burm.f,Ráng dừa ấn,"Bà Rịa Vũng Tàu (Côn Đảo), Kiên Giang (Rạch Giá). Cây mọc tự nhiên ở vùng nước lợ, đôi khi ở đất chua dưới rừng thông.",blechnum-indicum-burm-f.txt,,,Blechnaceae,7367052
Zingiber purpureum Roscoe,"Gừng đỏ, Gừng tía","Lạng Sơn (Hữu Lũng), Hà Nội (Ba Vì), Ninh Bình (Cúc Phương), Nam Bộ. Cây mọc tự nhiên ven đường, thung lũng, khe đá, dưới tán rừng thưa",zingiber-purpureum-roscoe.txt,,,Zingiberaceae,2757204
Bauhinia khasiana Baker,"Quạch mấu, Móng bò nhung","Lạng Sơn, Quảng Ninh, Nghệ An, Hà Tĩnh, Đà Nẵng, Lâm Đồng. Cây mọc tự nhiên ở ven đường, ven rừng",bauhinia-khasiana-baker.txt,,,Caesalpiniaceae,2953775
Duranta repens L,"Chim chích, Bông rìa, Cây thanh quan, Dâm xanh, Cây rào xanh","Cây mọc tự nhiên, còn được trồng làm hàng rào",duranta-repens-l.txt,,,Verbenaceae,2925655
Altingia excelsa Noronha,"An tiên cao, Tô hạp lá tim, Tô hạp cao","Lào Cai, Yên Bái, Khánh Hòa. Cây mọc tự nhiên trong rừng thường xanh, ở độ cao 500-1700 m",altingia-exelsa-noronha.txt,,,Altingiaceae,3702551
Uvaria fauveliana (Fin. et Gagnep.) Ast – U. hamiltoniivar. fauveliana Fin. & Gagnep,"Cây nhờn, Bù dẻ râu","Quảng Bình (Tuyên Hóa), Đà Nẵng (Bà Nà), Khánh Hoà (Nha Trang), Đắk Lắk. Cây ưa sáng, mọc rải rác trong rừng nguyên sinh",uvaria-fauveliana-fin-et-gagnep-ast.txt,,,Annonaceae,3154300
Piper retrofractum Vahl,"Tiêu gập, Tiêu dội","Hòa Bình (Mai Châu), Hà Nội (Ba Vì). Cây mọc rải rác trong rừng thường xanh.",piper-retrofractum-vahl.txt,,,Piperaceae,3086342
Polygonum palmatum Dunn,Nghể chân vịt,"Lào Cai. Cây mọc tự nhiên nơi ẩm ven rừng, ven suối, khe núi, ở độ cao 1.000-1.600 m",polygonum-palmatum-dunn.txt,,,Polygonaceae,4033763
Psophocarpus tetragonolobus (L.) DC. – Dolichos tetragnolobus L,"Đậu vuông, Đậu rồng, Đậu khế",Cây trồng ở nhiều địa phương từ Bắc vào Nam.,psophocarpus-tetragonolobus-l-dc-dolichos-tetragnolobus-l.txt,,,Họ Đậu (Fabaceae),2944683
Asarum wulingense Liang,"Tế tân núi, Vũ linh tế tân","Hà Giang (Quản BạBát Đại Sơn), Vĩnh Phúc (Tam Đảo), Hà Tĩnh (Hương SơnKeo Nưa). Cây mọc tự nhiên dưới tán rừng kín thường xanh, nơi ẩm, gần suối, ở độ cao 800 m",asarum-wulingense-liang.txt,,,Aristolochiaceae,3588673
Vanilla annamica Gagnep,"Lan va ni, Va ni trung bộ","Ninh Bình, Thừa Thiên Huế (Bạch Mã), Gia Lai, Đắk Lắk, Khánh Hòa, Lâm Đồng. Cây mọc phụ sinh, leo, thân chia đốt; gặp rải rác trong rừng thưa, ở độ cao 100-200 m.",vanilla-annamica-gagnep.txt,,,Orchidaceae,2803346
Glycosmis pentaphylla (Retz.) Correa – Limonia pentaphylla Retz,"Cơm rượu, Bưởi bung",Cây mọc tự nhiên khá phổ biến ở Việt Nam,glycosmis-pentaphylla-retz-correa.txt,,,Họ Cam quýt (Rutaceae),8241662
Psidium guajava L,"Ổi, Phan thạch lựu, Co ổi (Thái), Mác ổi (Tày), Mù úi piếu (Dao)",Cây trồng,psidium-guajava-l.txt,,,Myrtaceae,5420380
Alchornea trewioides (Benth.) Muell. – Arg,"Bọ nẹt, Thuốc giấu, Đom đóm ba gân, Đẻng tòn phăng (Dao)",Tam Đảo. Cây mọc tự nhiên trên đồi cây bụi. – Mùa hoa quảIV-VII; 7-11,alchornea-trewioides-benth-muell-arg-var-trewioides.txt,,,Euphorbiaceae,3055347
Piper sarmentosum Roxb,"Lốt rừng, Trầu giả","Lào Cai, Hòa Bình (Mai Châu), Quảng Bình, Quảng Trị, Thừa Thiên Huế. Cây mọc tự nhiên trong rừng thường xanh",piper-sarmentosum-roxb.txt,,,Piperaceae,4191172
Sinanodonta jourdyi Morlet,"Trai nước ngọt, trai sông",,trai-song.txt,,Trai cánh (Unionidae),,7386740
Ardisia brevicaulis Diels,"Đại huyết tán, Đan hoa, Cơm nguội thân ngắn","Kon Tum, Lâm Đồng. Cây mọc tự nhiên trong rừng hỗn giao, nơi ẩm tối, ở độ cao 400-1300 m",ardisia-brevicaulis-diels.txt,,Đơn nem  (Myrsinaceae),,5557606
Crotalaria medicaginea var. neglecta (Wight & Arn.) Baker,Lục lạc đỏ,"Hà Nội, Ninh Bình, Thanh Hoá, Thừa Thiên Huế, Bà Rịa Vũng Tàu. Cây mọc tự nhiên ở đồng cỏ, dựa rạch vùng đồng bằng.",crotalaria-medicaginea-var-neglecta-wight-arn-baker.txt,,,Fabaceae,2942291
Justicia procumbens L. – Rostellularia procumbens (L.) Nees,Tước sàng,"Hoà Bình, Lạng Sơn, Bắc Cạn, Thái Nguyên, Hà Gang. Cây mọc tự nhiên ở các bãi ven suối ven rừng ẩm",justicia-procumbens-l.txt,,,Acanthaceae,
Polygonum flaccidum Roxb,Nghể mềm,"Hoà Bình, Ninh Bình. Cây mọc tự nhiên ở các đầm lầy, ruộng bỏ hoang",polygonum-flaccidum-roxb.txt,,,Polygonaceae,7585543
Aporosa serrata Gagnep,"Tai nghé răng, Thàu táu lá răng","Cây mọc tự nhiên, phổ biến trên đồi cây thưa của các tỉnh vùng trung du.",aporosa-serrata-gagnep.txt,,,Euphorbiaceae,5383477
Aesculus assamica Griff,"Kẹn, Mác kẹn (Tày), Mã đẻ, Thất diệp thụ","Lào Cai, Cao Bằng, Hoà Bình, Thanh Hóa. Cây mọc tự nhiên, phổ biến trong rừng thường xanh, rừng thứ sinh, vùng núi đá vôi, ở độ cao tới 700 m",aesculus-assamica-griff.txt,,Kẹn (Hippocastanaceae),,3672337
Polygonatum kingianum Coll. et Hemsl,"Hoàng tinh hoa đỏ, Hoàng tinh lá mọc vòng, Củ cơm nếp","Cây mọc tự nhiên ở miền núi các tỉnh phía Bắc như Lai Châu, Lào Cai, Sơn La, Hoà Bình",polygonatum-kingianum-coll-et-hemsl.txt,,,Convallariaceae,2770124
Alpinia malaccaensis (Burm.f.) Roscoe – Maranta malaccensis Burm.f,"Riềng malacca, Mác cà (Tày)","Hà Giang, Lào Cai (Sa Pa), Bắc Kạn, Vĩnh Phúc (Tam Đảo), Hà Nội (Ba Vì), Bà Rịa – Vũng Tàu. Cây mọc tự nhiên trong rừng ẩm",alpinia-malaccaensis-burm-f-roscoe.txt,,,Zingiberaceae,5302216
Wikstroemia nutans Champ. ex Benth,"Dó miết nghiên, Dó miết thòng","Quảng Ninh (Tiên Yên). Cây mọc tự nhiên, rải rác ven rừng.",wikstroemia-nutans-champ-ex-benth.txt,,Trầm (Thymelaeaceae),,5524490
Dichapetalum glonoides (Roxb.) Engl. ssp. tuberculatum Leenh,A tràng,"Đảo Phú Quốc. Cây mọc tự nhiên rải rác ven rừng, dựa sông suối.",dichapetalum-glonoides-roxb-engl-ssp-tuberculatum-leenh.txt,,,Dichapetalaceae,
Disporum calcaratum D.Don,Song hoa cựu,"Lào Cai (Sa Pa), Hà Giang (Đồng Văn). Cây mọc tự nhiên trong rừng thường xanh, ở độ cao 900 – 1500m",disporum-calcaratum-d-don.txt,,,Convallariaceae,2770781
Acampe rigida (Buch.-Ham. ex Smith) Hunt – Aerides rigida Buch.- Ham. ex Smith,Lan bắp ngô,"Hà Giang, Cao Bằng, Quảng Ninh, Hòa Bình, Ninh Thuận, Đồng Nai. Cây mọc tự nhiên, bám vào cây gỗ lớn trong rừng hoặc vách đá, ở độ cao 300-1.500 m",acampe-rigida-buch-ham-ex-smith-hunt.txt,,,Orchidaceae,2781961
Sphenodesma pentandra (Roxb.) Jack – Roscoea pentandra Roxb,"Bội tinh, Ngũ hùng","Hà Giang, Lào Cai (Sa Pa), Quảng Trị, Thừa Thiên Huế, Khánh Hòa. Cây mọc tự nhiên trong rừng hỗn giao, ở độ cao 200-600 m",sphenodesma-pentandra-roxb-jack-roscoea-pentandra-roxb.txt,,,Cỏ roi ngựa (Verbenaceae),3886420
Zehneria maysorensis (Wight et Arn.) Arn. – Bryonia maysorensis Wight et Arn,Cầu qua nhỏ,"Từ Lào Cai đến Đồng Nai. Cây mọc tự nhiên rải rác trong rừng thưa, ven đường, lùm bụi, ven nguồn nước.",zehneria-maysorensis-wight-et-arn-arn.txt,,Bầu bí (Cucurbitaceae.),,7317778
Christia vespertilionis (L.f.) Bach.f. – Hedysarum vespertilionis L.f,"Lương thảo dơi, Đậu cánh dơi","Hà Nam, Ninh Bình, Hà Tĩnh (Đèo Ngang), Quảng Trị, Kon Tum, Gia Lai, Ninh Thuận. Cây mọc tự nhiên nơi đất trống, ẩm ven nương rẫy, ven rừng, ở độ cao tới 2000 m",christia-vespertilionis-l-f-bach-f.txt,,,Fabaceae,5349925
Ganoderma lucidum (Curtis) P. Karst,Linh chi,"Cây mọc tự nhiên, còn được trồng.",ganoderma-lucidum-leyss-ex-fr-karst.txt,,,Ganodermataceae,2549730
Tetrastigma obtectum (Wall. ex Laws.) Planch. – Cissus obtecta Wall. ex Laws,Dây quai bị tròn,Lào Cai (Sa Pa). Cây mọc tự nhiên ở độ cao khoảng 1.500 m,tetrastigma-obtectum-wall-ex-laws-planch-cissus-obtecta-wall-ex-laws.txt,,,Họ Nho (Vitaceae),7293693
Diospyros ebenum Koenig,"Thị đen, Thị huyền",Kiên Giang (Phú Quốc). Cây mọc tự nhiên trong rừng.,diospyros-ebenum-koenig.txt,,,Ebenaceae,7529767
Diospyros candolleana Wight,Thị hoe,Nam Bộ. Cây mọc tự nhiên trong rừng thường xanh.,diospyros-candolleana-wight.txt,,,Ebenaceae,4069970
Cymbidium sinense (Jacks.) Willd. – Epidendrum sinense Jacks,"Lan mũi mác, Đoản kiếm trung quốc","Kon Tum, Gia Lai (Kon Hà Nừng), Lâm Đồng (Đà Lạt). Cây mọc tự nhiên rải rác trong rừng thưa, ở độ cao 300-1.300 m.",cymbidium-sinense-jacks-willd.txt,,,Orchidaceae,5305617
Chenopodium ambrosioides L,"Dầu giun, Cỏ hôi, Kinh giới đất, Rau muối dại",Cây mọc tự nhiên ở vùng ven sông,chenopodium-ambrosioides-l.txt,,Rau muối (Chenopodiaceae),,5568446
Adiantum capillus-veneris L. – Adiantum capillus Sw,"Tóc vệ nữ, Thiết tuyến thảo","Cao Bằng, Bắc Kạn, Thái Nguyên, Hoà Bình, Quảng Bình. Cây mọc tự nhiên nơi ẩm, ít sáng, sống bám thành đám trên vách đá, ở ven suối vùng rừng rậm thường xanh.",adiantum-capillus.txt,,,Adiantaceae,2651816
Habenaria dentata (Sw.) Schltr. – Orchis dentata Sw,Hà biện răng,"Cao Bằng, Lạng Sơn, Vĩnh Phúc, Ninh Bình. Cây mọc tự nhiên rải rác trong rừng thưa, ở độ cao 300-1.500 m.",habenaria-dentata-sw-schltr.txt,,,Orchidaceae,2828859
Cleistocalyx operculatus (Roxb.) Merr. et Perry – Eugenia operculata Roxb,"Vối, Trâm nấp, Mạy xả (Tày)","Cây mọc tự nhiên, còn được trồng",cleistocalyx-operculatus-roxb-merr-et-perry.txt,,,Myrtaceae,3184115
Selaginella helferi Warb,Quyển bá helfer,"Bắc Kạn, Cao Bằng, Lạng Sơn, Đồng Nai. Cây mọc tự nhiên ở ven suối hay ven rừng rậm thường xanh, ở độ cao kh ông quá 600 m.",selaginella-helferi-warb.txt,,,Selaginellaceae,8296326
Cyrtosperma merkusii (Hassk.) Schott. – Lasia merkusii Hassk,"Chóc gai, Hạt cong, Ráy đuôi dài","Cây mọc tự nhiên nơi ẩm, lầy; còn trồng để lấy củ.",cyrtosperma-merkusii-hassk-schott.txt,,,Araceae,2871919
Ficus tikoua Bureau,Sung ti cô,"Lao Cai (Sa Pa). Cây mọc tự nhiên rải rác trong rừng, trên đất sét hay đá vôi, ở độ cao 500- 2600 m",ficus-tikoua-bureau.txt,,,Moraceae,5834096
Saccharum granorum,"kẹo mạ, di đường",,keo-mach-nha.txt,,,,
Elaeocarpus floribundus Blume,"Côm nhiều hoa, Côm trâu","Nha Trang, Bảo Lộc. Cây mọc tự nhiên rải rác trong rừng, ở độ cao 200-800 m",elaeocarpus-floribundus-blume.txt,,Côm (Elaeocarpaceae),,7290985
Melanolepis multigalandulosa (Reinw. ex Blume) Rchb. et Zoll. – M. vitifolia (Kuntze) Gagnep,"Cánh diều, Hắc lân nhiều tuyến","Cây mọc tự nhiên ở lùm bụi, ven đưòng nhiều nơi thuộc các tỉnh đồng bằng sông Cửu Long",melanolepis-multigalandulosa-reinw-ex-blume-reich-et-zoll.txt,,,Euphorbiaceae,5380873
Tectaria zeylanica (Houtt.) Sledge,"Tai đá, Tích lan","Lạng Sơn, Cao Bằng. Cây mọc tự nhiên ở bờ đất ven sông suối, bờ ao hồ.",tectaria-zeylanica-houtt-sledge.txt,,,Aspidiaceae,8168998
Streblus macrophyllus Blume – Taxotrophis macrophylla (Blume) Boerl. – T. balansae Hutch,"Tèo nam, Mạy tèo, Ruối lá to","Sơn La, Lạng Sơn, Tuyên Quang, Bắc Cạn, Thái Nguyên, Vĩnh Phúc, Hòa Bình, Hà Nội, Ninh Bình, Tây Nguyên. Cây gỗ nhỏ, mọc tự nhiên rải rác trong rừng vùng núi đá vôi",streblus-macrophyllus-blume.txt,,,Moraceae,3767188
Aeschynanthus poilanei Pellegr,"Má đào, Hoa ki","Quảng Bình, Quảng Trị, Thừa Thiên Huế. Cây đặc hữu ở miền Trung Việt Nam",aeschynanthus-poilanei-pellegr-pell.txt,,,Gesneriaceae,3824881
Citrus nobilis Lour,"Cam sành, Quýt bè, Cam chanh, Cam",Cây trồng khắp nơi ở Việt Nam,citrus-nobilis-lour.txt,,,Rutaceae,8077391
Syzygium jambos (L.) Alston – Eugenia jambos L,Gioi,Cây trồng ở nhiều nơi của Việt Nam,syzygium-jambos-l-alston.txt,,,Myrtaceae,3183534
Polygala japonica Houtt,Viễn chí nam,"Ninh Bình, Thanh Hóa. Cây mọc tự nhiên ở vùng núi",polygala-japonica-houtt.txt,,,Polygalaceae,7293443
Antenoron neofiliforme (Nakai) Hara,Nghể sợi lông ngắn,"Hà Giang (Mèo Vạc). Cây mọc tự nhiên dưới tán rừng xanh, ven nương rẫy, rừng cây bụi.",antenoron-neofiliforme-nakai-hara.txt,,,Polygonaceae,4034017
Physalis minima L. – Physalis pubescens sensu Lour,Thù lù nhỏ,"Cây mọc tự nhiên trên đất hoang và ruộng hoang, khá phổ biến ở Việt Nam",physalis-minima-l.txt,,,Solanaceae,5341792
Lindera sinensis (Blume) Hemsl. – Daphnidium sinense Blume,Ô dược tàu,"Quảng Nam, Đà Nẵng. Cây mọc tự nhiên.",lindera-sinensis-blume-hemsl.txt,,,Lauraceae,7304587
Ganoderma applanatum (Pers. ex Wallr.) Pat,"Giả linh, Nấm giả linh",Cây mọc tự nhiên.,ganoderma-applanatum-pers-ex-wallr-pat.txt,,,Ganodermataceae,2549834
Amomum longiligulare T.L. Wu,Sa nhân tím,"Cây mọc tự nhiên dưới tán rừng thưa ẩm ở Quảng Ngãi (Đức Phổ), Bình Định (Vĩnh Thạnh), Bình Định, Phú Yên, Đắk Lắk. Còn được trồng ở Hoà Bình (Tân Lạc) và Thái Nguyên (Đại Từ)",amomum-longiligulare-t-l-wu.txt,,,Zingiberaceae,10748345
Excoecaria indica (Willd.) Muell.-Arg. – Sapium indicum Willd,Trao tráo,"Đồng bằng Sông Cửu Long. Cây mọc tự nhiên vùng ven biển, lạch sông.",excoecaria-indica-willd-muell.txt,,,Euphorbiaceae,3061423
Melaleuca alternifolia Cheel,"Tràm úc, Tràm Lá hẹp, Tràm lá kim, Tràm di thực",Cây nhập trồng ở Đồng Hới tỉnh Quảng Bình.,melaleuca-alternifolia-cheel.txt,,,Myrtaceae,5416091
Spatholobus parviflorus (Roxb. ex DC.) Kuntze – Butea parviflora Roxb,"Huyết đằng hoa nhỏ, Dây kim luông","Hà Giang, Sơn La, Đà Nẵng (Bà Nà), Đồng Nai. Cây mọc tự nhiên rải rác trong rừng rậm, ven suối, ở độ cao tới 800 m",spatholobus-parviflorus-roxb-ex-dc-kuntze.txt,,,Fabaceae,2977014
Aristolochia kwangsiensis Chun et How ex Liang,"Mã đâu linh lá to , Thanh mộc hương","Lạng Sơn, Hà Giang, Hải Phòng (Cát Bà). Cây ưa sáng, thường mọc leo trên các cây gỗ khác ở vùng núi đá vôi, trên độ cao 300 -1500 m. Cây có nguồn gen hiếm (EN) đã đưa vào sách đỏ Việt Nam",aristolochia-kwangsiensis-chun-et-how-ex-liang.txt,,,Aristolochiaceae,10961830
Liriope graminifolia (L.) Baker – Liriope spicata (Thunb.) Lour,"Tóc tiên rừng, Cỏ tóc tiên","Lao Cai. Cây mọc tự nhiên nơi ẩm, tối ven thung lũng, ven suối, khe đá",liriope-graminifolia-l-baker.txt,,,Convallariaceae,3685274
Machilus odoratissima Nees,"Kháo nhậm, Kháo thơm, Bời lời đẹc, Rè vàng","Lào Cai, Sơn La (Mộc Châu), Hà Giang, Quảng Trị, Thừa Thiên Huế, Đắk Lắk, Kiên Giang. Cây mọc tự nhiên rải rác trong rừng nguyên sinh hoặc thứ sinh, nơi sáng, ở độ cao 500-1800 m.",machilus-odoratissima-nees.txt,,,Lauraceae,7469276
Xylopia vielana Pierre,"Dền, Giền đỏ, Cây sai, Mạy sảy săn (Tày)","Vĩnh Phúc (Tam Đảo), Thanh Hoá (Phong Y), Quảng Trị, Kon Tum, Gia Lai, Đắk Lắk. Cây mọc tự nhiên rải rác trong rừng nguyên sinh hay rừng thứ sinh, vùng núi đất, độ cao 100-300 m",xylopia-vielana-pierre.txt,,Na (Annonaceae),,3157037
Acacia pluricapitata Steud. ex Benth,Keo nhiều đầu,"Sông Bé, Đồng Nai. Cây mọc tự nhiên rải rác ven rừng và các chỗ trống trong rừng rậm thứ sinh.",acacia-pluricapitata-steud-ex-benth.txt,,,Mimosaceae,7633007
Leonotis nepetifolia (L.) R. Br. – Phlomis nepetifolia L,Sư nhĩ,"Khánh Hòa, Đồng Tháp, Gia Lai. Cây mọc tự nhiên",leonotis-nepetifolia-l-r-br.txt,,,Lamiaceae,4924659
Sauropus bonii Beille,Bồ ngót bon,"Lạng Sơn, Hòa Bình, Hà Nam. Cây mọc tự nhiên trong rừng thường xanh, trên núi đá vôi, ở độ cao 200-500 m. Loài đã được đưa vào sách đỏ Việt Nam. Khung phân hạng (VU)",sauropus-bonii-beille.txt,,,Euphorbiaceae,9289272
Elsholtzia winitana Craib var. donvanensis Phuong,Kinh giới đồng văn,"Hà Giang (Đồng Văn). Cây mọc tự nhiên ở nơi sáng và ẩm, các bãi hoang, sườn núi, sườn đồi, ở độ cao trên 1000 m",elsholtzia-winitana-craib-var-donvanensis-phuong.txt,,,Lamiaceae,7308868
Ludwigia prostrata Roxb,"Đơn rút, Rau mương nằm, Rau mương đất","Cây mọc tự nhiên ở nương rẫy, bờ ruộng, ruộng hoang từ Bắc tới Nam",ludwigia-prostrata-roxb.txt,,,Onagraceae,5545149
Photinia davidsoniae Rehd. et Wils,"Đại diệp thanh, Thạch nam","Quảng Ninh, Bắc Giang, Vĩnh Phúc, Nghệ An. Cây mọc tự nhiên rải rác trong rừng, độ cao 400 -500m",photinia-davidsoniae-rehd-et-wils.txt,,Hoa Hồng (Rosaceae),,11687463
Mussaenda erythrophylla Schum. et Thonn,"Bướm đỏ, Bướm hồng",Cây trồng ở Miền Nam Việt Nam. Nguồn gốc từ Tây Phi,mussaenda-erythrophylla-schum-et-thonn.txt,,,Rubiaceae,2892634
Mesona grandiflora Doan,Thủy cẩm hoa to,"Bình Thuận (Phan Thiết). Cây mọc tự nhiên ở nơi sáng và ẩm, trên các bãi hoang, ruộng hoang, trong các thung lũng",mesona-grandiflora-doan.txt,,,Lamiaceae,3882008
Bauhinia viridescens Desv,Móng bò xanh lục,"Hoà Bình, Nghệ An, Hà Tĩnh, Thừa Thiên Huế. Cây mọc tự nhiên trong rừng thưa",bauhinia-viridescens-desv.txt,,,Caesalpiniaceae,2953264
Hunteria zeylanica (Retz.) Gardn. et Thw. – Cameraria zeylanica Retz,Bên bai,"Lạng Sơn, Cao Bằng, Hoà Bình và hầu hết các tỉnh phía Nam. Cây mọc tự nhiên rải rác trong rừng kín thường xanh.",hunteria-zeylanica-retz-gardn-et-thw.txt,,,Trúc đào (Apocynaceae),5536465
Hodgsonia macrocarpa (Blume) Cogn. – Trichosanthes macrocarpa Blume,"Đài hái, Cây mỡ lợn, Dây hái, Mướp rừng, Dây beo, Dây sén, Mác kịnh (Tày)","Sơn La, Lào Cai (Nghĩa Lộ), Cao Bằng, Lạng Sơn, Hòa BÌnh, Phú Thọ, Thanh Hóa, Nghệ An. Cây mọc tự nhiên ở chỗ sáng ven rừng, còn được trồng",hodgsonia-macrocarpa-blume-cogn.txt,,Bầu bí (Cucurbitaceae),,7317816
"Gymnopetalum chinense (Lour.) Merr. – Gymnopetalum cochinchinense (Lour.) Kurz, Bryonia cochinchinensis Lour","Cứt quạ., Dây nhăn, Dây bạc bạc","Cây mọc tự nhiên, phổ biến ở Việt Nam",gymnopetalum-cochinchinense-lour-kurz.txt,,,Họ Bầu bí (Cucurbitaceae),3624992
Smilax menispermoides A. DC. – Smilax elegans Wall. ex Hook.f,"Kim cang lá mối, Kim cang hoa nâu","Lâm Đồng (Lang Bian). Cây mọc tự nhiên, rải rác ven rừng thứ sinh, ở độ cao 500-1.000 m.",smilax-menispermoides-a-dc.txt,,,Smilacaceae,7848079
Broussonetia papyrifera (L.) L.Her ex Vent. – Morus papyrifera L,"Dướng, Câu thụ, Chử đào thụ, Pắc sa (Tày), Sa lè (Thái), Ráu ráng, Cây rát, Điềng đủ (Dao)","Cây mọc tự nhiên ven rừng, ven suối. Còn được trồng lấy bóng mát ở các thành phố",broussonetia-papyrifera-l-l-her-ex-vent.txt,,,Moraceae,5361944
